target,texts
0, ordering food that is arguably expensive can take up to 2 hours to arrive
0," even worse, ordering drinks until you want to go home doesn't come, then we go back and forth to the cashier, the employee cm said telling me to take it home he said"
0,tired of it  
1,"Fyi, my house is in sapphire right next to each other clan love park,"
0,"Please, please return our comfort to the house like we used to "
0,"Not to mention that every morning we have to hear the sound of super big music,"
0,"Every day I have to endure patience for my child so that he can sleep comfortably, disturbed by the noise of people's voices and music"
0,"Look at the photo, imagine how every day we have to hear screams? "
0,what's the management like?
0,"Hopefully there can be attention to the surrounding environment, please take care of each other,"
0, it's already expensive plus VAT
0,the receptionist is bitchy. 
0,"To the management, please repair the facilities and infrastructure again (July 3, 2022)"
0,"but the service is lacking, ordering food until it's finished, the swimming hasn't finished yet."
0,And you can't bring your own food
0,The truth is it's close to dieuland. 
0,If it's banned it should be faster so the kids don't have to wait long to eat poor kids 😌
0,but it's a shame that KL is forbidden to bring food but order food at least not for long almost 1 hour and it hasn't come either 
0,Very not worthied.
0,There are other games but you have to pay again for each game.
0,"Then to enter the snow park, you have to pay another Rp. 50 thousand (2 hours) and Playground park for Rp. 90 thousand (as much as you want, for children under 17 years old)."
0,"While the experience of playing other visitors is 5 stars, I need help to immediately solve the problem of damage to my car which was hit while parking in Panama."
0,"There is a snow park, you have to be willing to queue long and be patient."
0,"Actually, one card is enough for a family, the important thing is that the balance is enough"
0,"and other game masters don't pay to get this card, you have to pay again"
0," One person must have one card, well, trade a clear card  The main thing is to give up"
0," Poor kids who are waiting for the end, so they've given up on playing here again "
0,So it's better to get out of the game.
0,There are no officers at all on guard.
0,"The place is dirty, the ventilation is lacking so it's stuffy."
0,Ridiculous rule which i never see so far in any other similar place. will not even bother to coming back.
0,"after the rain, you have to be careful walking because you're still afraid of slippery even though you're wearing strong, slip-resistant footwear."
0,But then only I realise that every spot or games need to pay extra (30 person).
0, but poor on fair prices
0,but don't rent the European traditional clothes they will fake you
0,Tapi ini misleading aja. Sebaiknya double check tempat yang anda cari.
0,I felt darkness in the air 
0,I dont like the food
0,"This place only suitable for narcissistic people , tik-tokers, IG seleb wannabe to take pictures and update it on their social media."
0,"The development ruined natural view, food just tasted so so. "
0,I will NOT come here anymore  
0,The ambience itself is not really nice. Sone are even blocked by others.
0,"During a pandemic like this, consider it too crowded. Be aware   "
1,"Ah, I'm amazed at this place."
1, Suitable for photo hunting in order to add to the collection on Instagram
0,Wait for the drinks from the beginning to come until they want to go home.
0,"but the Cakrala photographer is very rude, I've been waiting for the photo for a long time. "
0," I asked for the file, it's too long, even though I already paid. I told them to send an email or wa until now"
0,it's hard to find it's small
0,"The service is lacking, let alone the security."
0,You should give priority to people who are walking rather than cars that want to get out of the parking lot.
0,"Haven't had time to enter the palace yet, because I queued at 1pm, got to half past 7pm."
0,"Tips for those who want to go there, buy the game master card balance outside, don't go to Panama, so it's right in Panama, all you have to do is tap in."
0,But the health protocol is really messed up. Very overcrowded.
0," Many of the accompanying children took off their masks, some even coughed and without masks, but no one was reprimanded."
0,"The place where children play must be safe and the prokes must be tight, this is a mess."
0,"Even though there have been 2x certified vaccines, but because the apk cares about protecting, it takes a long time to load when it's opened, it's actually a problem     "
0, but when in the room many took off their masks and all the officers did not dare to reprimand them
0,instead he told me to buy it at the shop then told him to come back and pay for parking.
0,"if you pay for souvenirs, you indirectly have to buy souvenirs, if the entry ticket is already exchanged for souvenirs, you can't enter for more photos and no previous information."
1, The taste of the food is ok
1," Some spot outdoor is a little bit untouchable, but understandable. The caffe was quite cozy. Welldone "
